Post_Id,Text,Lable
d4_000011,"i am commiting suicide in 10 days, i feel like i'm the worst person in the world. i have been keeping a big secret for 4 years now. my family thinks i have been going to university for the past 4 years but little did they know, including my friends and relatives, that i dropped out in the middle of the first semester of my freshman year. i managed to keep it a secret from all of them by forging false documents and giving them assurance every time they ask me a question about how my academics was going. it also helps that the university is 2 hours away from my home so i actually rent near it. i go home every weekend thinking ""do they know already?"". i know a lot about my field as i practice it every now and then by working with a licensed engineer. i don't make a lot of money from it though but the things i learned that is connected to the degree program is what kept me from blanking when asked by my family about my academic life.

i have run out of time. the graduation from the university is 10 days away and everyone thinks i am graduating. and i am somewhat happy, that i can finally end my life. i have been such a big disappointment for my parents. i am their only child. i cry everytime i imagine what my mom would feel after i do it. my girlfriend, who by the way also doesn't know anything broke up with me yesterday, which makes the goodbye part of it all very hard. i have planned everything out already, from what i'll use to when and where. i just wanted to vent some of the heaviness from my chest. i feel so sad about my parents and my (ex) girlfriend. i am gonna start writing my suicide letters tomorrow. thank you guys.",1
d4_000012,"i hate the lottery system of life okay so you're telling me we spawn into an already fucked up world and we barely have a shot right off the bat? you're telling me that some random lucky kid gets to be rich and happy because they lucked out getting good parents while the rest of us die to out shitty capitalist economy? shrinking middle class, the rich get richer and the rest of us never had a chance. bullshit.",1
d4_000013,"anyone else just staying alive for other people at this point? i shouldn't be so miserable. i have a roof over my head and a family that loves me. i have money and can afford luxuries. i go to therapy and take medicine. i have three pets (one a puppy we recently adopted). 

but i just want to die. i'm so lonely, constantly. my heart is so broken and i'm so exhausted i just want to give up and finally kill myself. but i don't want to hurt my family. i don't want to think about my dogs waiting for me to come back and not knowing where i've gone. i don't want my mum and dad to blame themselves for it. 

there are some people who'd be glad to see me go. my older sister & youngest sister, most likely. my former friends. idk. 

all i do is disappoint others, i lose them. i can't do anything. i'm so useless i can't even kill myself. haha. i'm tired.",1
d4_000014,"i survived and i can be happy a month ago i cut my wrist and tried to end my life. it didn't work. these past few weeks i've been feeling better and sometimes i even feel hopeful

a while ago i met someone i had been working with. i had thought we became friends. i really valued this friendship. i felt they were leading me on and gave them a few weeks to stop. they didn't so i decided to talk to them privately not thinking it was that big of a deal. they lied to me about it. it wasn't a big deal but lying made it so much worse. honesty is a big thing for me. so i stopped talking to them for a couple days but got over it. we had another talk about the subject and after they hated me and i don't know why

i was sad at first because i thought we were friends and it hurt me. eventually i decided i no longer wanted to speak to this person because they were treating me horribly. they started being hostile towards me, spreading lies about me and doing everything they can to hurt me. this really did hurt me. i thought this person was my friend and they started acting this way towards me out of no where and i didn't understand and it made me think there was something wrong with me

this situation brought my mental health to a very bad point. this person was aware i struggled with mental health and continued acting this way towards me. i honestly believe they really wanted to hurt me as much as they could. i started hurting myself again for the first time in years, the whole situation made me really sad.

i tried ignoring it, i tried doing things like an employee of the month in order to repair the issue but nothing worked and this person wouldn't stop. they started getting their friends to act hostile towards me as well and i continued trying to be helpful and nice even though i was hurting so much inside. eventually i had to make a complaint hoping this would finally make them stop

they stopped for a month but eventually continued. i hated making that complaint but didn't know what else to do. i've never worked somewhere like this before with people like that before. eventually i had to quit my job knowing i didn't have the money to support myself. after i was hurt and bothered by the situation but every day it was going away, it would just take time.
 
i tried to stand up for myself. they spread lies about me saying i'm dangerous. i would never hurt someone. any of my friends, coworkers would never think of me that way. she said this knowing it wasn't true. i've ran into multiple people working there since then and none of them were scared of me. these lies destroyed me. kindness is the most important thing to me, i care so much about helping others and being kind and this person lied and said i was dangerous and it broke me.

i begged them not to do it, i told them it would destroy me and my life but they did it anyways. afterwards i fell into a spiral and started hurting myself more and more. the pain was so much. everything i had worked for had been taken away, it hurt so much. i thought about killing myself everyday but it was terrifying. eventually i cut my wrist but it didn't work. i've done it multiple times since then. i've cried to please be able to wake up from this nightmare, all i've wanted is to be happy again. i made videos hurting myself, im embarrassed but i understand that the depression overwhelmed me and the pain was too much. most people don't understand how much depression can hurt

ive been doing better these past few weeks. i've been lucky to now be surrounded by good people. spirit, scooters and now justlove. these people here are good people and they really really like me. everyone there really likes me and thinks im a good person and tells me thing like ""bryson it is such a pleasure working with you"", ""normally i get anxiety around people but for someone reason i feel comfortable around you"", ""sorry if i seem mean, i feel really comfortable around you and act mean to people i like"", they really like me and all these things they say make me so happy

i worked there at that place for so long surrounded by those horrible people that they convinced me that there was something wrong with me and i believed it. now that i've been surrounded by good people and all these places and now that i can stop and remind myself that ive been surrounded by good people in the past too, now i know that i was unlucky. i was unlucky to work at a place like that. i could have worked any where else and i'd still be happy now, i know that

most people are good. most people like me and think i'm good. i know im a good person. those people were horrible. they were the mean, inconsiderate, self centered, and most horrible people i have ever met. all of them. i've worked places where you have a bad apple but somehow all the most horrible people in this town gathered in that one place and they were so horrible to be around. they only cared about themselves and they couldn't see how horrible they were so they treated me like i was crazy and made me believe it but i stood out there because im good surrounded by evil. i don't stand out at scooters or just love because the people there are good

i don't understand how people can be so evil, so mean. i wish i would've worked anywhere else. i wish i never met those people. i'm happy that im no longer surrounded by them and i have good people around me who help me, care about me, are kind to me and who are good. that girl, i tried to be her friend and i was hurt that she acted that way, her continuing to act that way really really hurt me and her acting that way for months was too much, and then even after she continued and it destroyed me and i spiraled and hurt myself again and again and the pain the pain was so much i couldn't handle it

but i survived. and sometimes i feel hopeful. and i'm starting to think i can be happy again. the people around me really like me and that makes me so happy and they're kind. i've realized how big of an impact the people i surround myself with can have on me. those people gas lighted me and convinced me there was something wrong with me but i know now that's not true. i know now they were bad people. they were mean and cruel and the most horrible people i have ever met in my entire life and they grouped up and it was too much. but now i'm free from that

i survived and i think i can be happy again. i think i can be happy like before. i hope i never see any of those people again. i hope one day they understand just how much they hurt me and i hope they never treat anyone else this way again. i wish this never happened to me. this pain, this experience, it broke me. i barely survived. i've lost so much these past 6 months because of their lies and hate. i'll never understand that hate. i could've never hated them the same way. i don't understand it. but i don't have to. but i wish i worked anywhere else because i moved here to do something with my life, to be happy, and i was happy so happy coming to columbia but i was unfortunate to be surrounded by those people, they ruined this new experience for me and almost broke me with their hate but i survived and i think i can be happy again

i barely survived, their hate hurt me, really hurt me. but i think i can be happy again. i feel free from all of this, from them, and i think i can be happy again. i hope i don't ever feel this way again and i don't ever hurt myself again",1
d4_000015,"i will never be fixed only put away im worried that if i try to kill myself i will fail and if i do then i will be institutionalized or sent somewhere. i don't understand how anyone can do this and assume that they are helping me in any way. if i were to tell people that i feel suicidal to begin with they begin to think that they are inclined to restrain me or lock me away somewhere. my therapist began to question me alot when i mentioned suicidal thoughts and began to say how she will tell someone because its a serious issue and i would have no say in it. i stopped going to therapy so im worried somehow her knowing this it will come back to hurt me. i dont want to be put somewhere, its not my fault im like this. how is putting people in psych wards helpful it just makes us feel worse and like we are the problem. im afraid to open up to anybody now, i want to be helped.",1
d4_000016,"i dont know what to do there are 12 days left until my 18th birthday. i've had depression since i was 12, and i've been on controlled medication (venlafaxine and lamotrigine) for about 3 years now.
last year, i accidentally got into the college i wanted, but my family decided to take legal action because i hadn't finished high school yet. i ended up attending college and finishing my last year of high school at the same time until october, when the legal process concluded, and they decided to revoke my spot, even though i was already halfway through the second semester.

that caught me by surprise since i hadn't signed up to reapply for college (since i was already there). i had to sign up quickly, and luckily i made it to the second round.

i spent the last month thinking about how to gather the courage and find methods to kill myself in case i didn't get the spot, but i couldn't come to any conclusion.

today, the admission exam results came out, and i failed. my friend could do it, and her graduation party is on friday, but i don't want to face her or anyone else. honestly, i feel like i'm just a burden to my parents, with the cost of medications, therapy, and private school, which i didn't even have the decency to honor by passing college admission again.

i've lived a short life, but i don't have any major regrets. now all i want is to die in peace, but it seems like dying is so difficult.

i already cut myself today and haven't been able to stop thinking about killing myself in the bathroom by cutting my wrists, but i don't want my parents to see my body. they would probably want to move out of the house, and i don't want to cause too much trouble.

honestly, i found this reddit after searching on google for some forum that teaches a safe and painless method to die, and i ended up writing this. i know some people might think my story is stupid since i haven't committed any heinous crime to justify dying, but honestly, i don't think my life has much value to need a big reason to end it.

i still don't know how i'm going to do it, but i know i don't want to see anyone. i just want to disappear.",1
d4_000017,"does anyone get horrible, horrible heartache that literally is so physically painful? when i'm sad, like really, really, sad, i get these sharp pains in my heart that are continuous and jerk tears. it hurts so much at times that it spreads throughout my body and i flinch and curl up in pain while my tears uncontrollably drop down my cheeks. my stomach hurts, and my whole body begins to ache, my head starts to pound and that's when i find comfort in the idea of ending it all - that there's a way out. thinking about it gives me comfort. writing letters to everyone gives me comfort. until it feels real and it all comes back and i miss people that i love. i miss the way things were and i miss when i didn't fuck everything up. i miss when i was loved unconditionally.",1
d4_000018,"i'm just a wrong investment by my parents  my parents hate each other, i don't understand why i should exist, i can't do anything right, i'm just a waste of time and resources, i have no friends, still a virgin, no one loves me, i just wanted to die quietly, like i never existed",1
d4_000019,unfortunate i just turned 19 and i see no reason to turn 20 id love to but my life just sucks i can't find a job and i'm stuck livin in my granny crib it'll be easier on my whole family if i died suddenly. i hope anyone who reads this can try to be better life's a gift just not for some of us.  :),1
d4_000020,"i think i'm going to kill myself tonight.  i think i'm going to kill myself tonight. i don't really want to die, but it feels like the only way to reconcile the failure i am",1
d4_000021,i feel like i have no other option but to kill myself i can't sh. i don't have any more blades and it would be difficult to buy them but i feel such a strong desire to cut myself. i cut myself to calm down and not kill myself at that moment. and now i don't have it anymore. i promised my girlfriend that i wouldn't kill myself and i intend to keep that promise. but i feel like it's something i can't run away from . and i'm in so much pain and i feel so hopeless that it really feels like there's no other way out. i don't know how to deal with all this. i need help but no one irl cares.,1
d4_000022,"i got a gun to kill myself and my parents found out about it before i could do it. hello, everyone. pretty long rant ahead so grab something if you care to read.

i'm a 17-year-old dude, i live somewhere in north africa, i've been dealing with mental illness for more than 3 years now. i'm kinda traumatized because of all the bullying i've been dealing with since i was young, i don't really get bullied now but i can get verbally hurt as i can't really deal with the other party due to the lack of my social skills. anyways, i didn't have any chance to make a good long-term friendship in my short life. mostly, they get bored of me or i just push them away. i decided to go to a therapist because those problems were affecting me in a very bad way and distracting me from studying. but it didn't help much since the therapist wasn't that good. i decided to cut myself and do other forms of self-harm, whether it's starving myself or purging whatever i ate, etc.. a year later, my parents noticed my unhealthy behavior and decided to take me to a psychiatrist, i was diagnosed then with schizophrenia and severe depression, i began to take medications and they helped me a lot but the side effects were taking away a lot from me, my memory was and still pretty corrupted and i wasn't able to do everyday activity, in addition to blurry vision, vertigo, etc., i was in the last year of high school and exams came so i stopped going to the psychiatrist. i got a really bad grade despite doing my best, i stopped taking my medications cold turkey. i went to a below-average college and my mental state is really declining. i was able to get a pistol but my parents found out about it. my plan was ruined and i'm under some kind of suicide watch. i really can't take it anymore, just everyone telling me to ""man up!"" and ""a lot of people are going through worse"", i'm also kinda guilt-tripped.

i just came here and wrote this from a throwaway account because no one really listens to me, most of my ""friends"" can't really be relied on, and i felt like taking this off my chest. thanks to whoever read the whole thing.",1
d4_000023,"i got the knife in my hand. gonna try and cut myself till i die. goodbye everyone here , thanks y'all for being nicer to me than my own dad. bye <3 farewell, internet strangers. if there is hell or heaven or whatever fairy tail thingy, hope to meet you there.

thanks y'all for bieng good human beings 💙💚💛❤️🧡

edit: didn't do it. probably will with in this week till next one. i cut and reach dermis. i have a 2 mm gap were i cut. i can't bleed no matter what. my body is to strong. it tries to protect a cut so fast.....

i bled little. i wish i did more. guess maybe next time....

edit 2: im still here.i feel dirty for not doing it.",1
d4_000024,i'm getting closer every day i'm considering ending it all. i've had passive suicidal ideation for months now and it keeps growing. my stresses and triggers keep getting worse everyday and i can't do it anymore. i can do my homework anymore because of how stressed out it makes me and i can't just not do it because i'm stressed over my grades which are already failing. i hate this. i can't do it anymore. i don't have friends to count on. my family is just so dysfunctional right now. i don't have anyone to lean on to and i can't keep going on like this. i've been miserable for years and the suicidal thinking's been getting horrid the past few months. i need to end it.,1
d4_000025,"i did what i could. im a man, not far of 34. i've been here many times before, wanting to die, wanting to end it all. it's hard! so fuuuuuuckkkinngggg hard! i sat in the bath for last hour trying to cut my wrists and end it. i can't. it hurts. i'm a coward.
i've have so many pills available that i can go for right now but i need it to be a certainty, if not, then i cant do it",1
d4_000026,"i really want to be cured and be happy i'm a 31 year old. i have a list of mental health issues: ocd, social anxiety, depression, panic disorder and aspergers syndrome. i didn't ask any of this. i try every day to get better. my whole life i'm dealing with this. i've been to many psychologists, psychiatrists over the years. nothing helped. i'm suicidal every single day. i live in sri lanka and people don't take mental health stuff seriously. most of them are uneducated about this. i was bullied throughout my school years. neighbours, relatives demean me comparing to my successful siblings and my parents. i had panic attacks every single exam since i was 12 and still i did a masters degree. i completed it. i did 2 internships and i tried several jobs but my mental health issues prevent me from doing it. i'm completely burnt out now. i still do freelance work time to time. this is me giving my 100% but to the world, i'm a lazy weirdo who is completely dependent on my parents. they are old now (64 and 69) and they still have to take care of me. my 69 year old dad still has to work because of me. i hate myself so much. my parents don't deserve someone like me. i asked last week if i die will they be okay. my mom cried and said they won't recover from that. so i don't want to die. i want to get cured so badly. i want to take care of my parents, not the other way around. i want to be happy but my brain doesn't allow it.",1
d4_000027,"should i just ditch the note? i was planning on writing a suicide note for my family mainly for the explicit purpose of explaining why i killed myself so that they wouldn't make any stupid assumptions or blame it on something else,but i'm starting to feel like either they'll misinterpret it anyways or it just won't matter.   
  
this is gonna sound incredibly stupid,but i don't want there to be confusion in case my suicide somehow makes news and becomes another stupid study on mental health or whatever. i mean,even if it does,it won't matter since most strangers mourn for a few days before forgetting about it and moving on to the next tragedy or whatever. sorry if this is one of the stupider posts to grace your feeds.",1
d4_000028,"i've worked too hard and too long to have nothing. the first problem is finances. i'm 37 years old and i've been working towards a stable career since i was 18, and every time i specialize in something new, there is a recession or the market plummets for that career.

i have a master's degree and 2 other degrees, experience in multiple professions, speak english and spanish, three years experience as a software developer, got laid off twice, and i can't find a job. i've worked for many years, and this was supposed to be my time to finally at least live comfortably and be able to do things like buy a home and start a family. i've been to college for 11.5 years and have a ton of student loans, and can't get a job no matter what i do. i got laid off my decent paying job back in june because no clients wanted anyone without at least about 8 years of employed experience, and i got hired by another company in november and got laid off again 2 weeks ago because the company decided to combine tasks to one team and shrink the staff because it was slow. i've applied for over 250 jobs recently and not a single interview because they all only want the most experienced people that require no training or assistance.

in addition, i have autism, and the only people i've connected with mostly in the last decade are people who use that to their advantage to get things out of me and then blow me off afterwards. i was helping mentor and be like a parental figure to a friend's children who i really cared about, and after they got what they wanted out of me after claiming i was like a father to them for 5 years, they all the sudden weren't interested in seeing me anymore except for maybe when i was needed to help get them a job or a ride.

i used to have a best friend and i haven't seen her in 9.5 years. she wasn't a friend, she was a best friend. someone i told things to that i never told anyone else. after awhile, she started going through problems and taking them out on me, always losing jobs every week and saying it was someone else's fault, taking anxiety pills and antidepressants while loading up on alcohol, tried college but quit in the middle of the first semester because it was too hard, and eventually just chose not to talk to me at all anymore when i didn't validate her blaming everyone else for what she was going through.

i also volunteered as a host parent for high school exchange students, and i had one really good kid from thailand, but the rest were spoiled, entitled, blamed me for their problems, and eventually made up lies about me just so they can get a family with more luxuries like they pictured such as pools at their house, lots of space, etc.

so, what's really bothering me though, is everything i do succeed or catch a break at ends up being too good to be true. friendships, jobs, other events in life always getting screwed up. every time it appears i'm going to get to the next milestone in life, there is a market collapse, betrayed by someone sociopathic that i thought was my friend, etc.

i honestly just wanna die and i'm planning it. i'm thinking around 3-4 months is my timeframe that i'll go to a hotel, bring a helium tank and make an exit bag, and then let some hotel employee find me after checkout time the next day.

i've been in therapy for years, tried all sorts of medicine combinations, i don't drink or smoke, and nothing helps. i'm saying goodbye because i can't live like this anymore.",1
d4_000029,"my sister wants me to kill myself and i agree with her not only does my sister make me want to kill myself but she's been encouraging it too. she's the cause of so much stress in my life and it's obvious she's the favorite in my family. she's not overweight, she makes good grades, she has a social life, she has friends, she's mentally and physically healthy, *she's neurotypical*..... the list goes on. she's everything my parents wanted me to be but condensed into one child. and she constantly belittles me for it, for not being what my parents wanted, for not being her. it's been getting to a point where my parents might have to choose between having her and having me, and that's not something i want to put on them, especially my mom. but i've been getting close to that breaking point for years now, and i don't know when i'll finally snap. i've been trying to stay alive at least until my favorite franchise ends, but staying alive gets harder and harder every single day. i'm tired of being pelted with rocks in the greenhouse at school. i'm tired of constantly noisy classes and teachers not doing anything about it. i'm tired of having to prove my worth to everyone, i'm tired of working towards a future that is only going to cause me more stress and pain. i'm tired of never being able to sleep. i'm tired of being constantly stressed.    
i just want quiet. i just want to sleep.",1
d4_000030,"even in my happiest moments i'd still rather be dead even in my most euphoric moments where everything is going ""perfect"" and i feel at peace, i'm still always thinking to myself ""i hope i die in my sleep later tonight"" or just fantasizing about some mass extinction event so that i don't have to keep living on. when i'm experiencing something amazing or ""happy"", i'll be thinking wow this is great... but living still won't ever be worth it. it seems impossible to ever be content",1
d4_000031,"my best friend killed himself he was 24. we met when we were teenagers. we were in a romantic relationship for a while, broke up, and then decided to stay friends. he was the only person i could confide in. he faced a couple of setbacks and had a few shitty days and 2 months ago, killed himself. i woke up to a call from his boss saying he didn't show up to work (i was his emergency contact, that's how close we were). i went to his house and found him dead. i wont say what method he used. we were gonna move in together. now i'm alone, i have no friends who i can talk about deep stuff with like i could with him. i saw how he did it and i want to copy him. i can't live the rest of my life with this feeling. i go on the suicide bereavement subreddit every day and see the pain that people are still in 10, 20 years on. i found comfort in knowing there are others who relate at first but now, it doesn't make me feel anything. i feel hopeless. i hated this world anyway even before this happened. it was me and him against the stupid culture we live in. now i'm alone and i'm going to kill myself too.",1
d4_000032,i'm gonna be dead within the next 24 hours  i honestly just hate my life i don't even know what to do im 5'3 at 16 so no girl wants anything to do with me im addicted to porn and i already have my noose tied and ready to go for tomorrow like i want to die so bad i don't even care what happens after you die i just need all this shit to end,1
d4_000033,"it feels like i'm addicted to self-harm. every time i feel sad or something bad happens, i instantly grab sharp objects (a blade, cutter, utility knife, etc.) and cut my legs until they bleed. i've been having suicidal thoughts for almost 7 years now, and they never go away. it feels like my whole life is spiraling downward. i'm scared that harming myself is the only way i can cope with my sadness and emptiness. smoking cigarettes and drinking alcohol don't help much anymore. i don't have friends or someone else to talk to, i also don't have any social skills. i feel so empty, and i'm just living without purpose.",1
